Line	File	Error
5749	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF024.wav	File not found
5785	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG068.wav	File not found
5854	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF022.wav	File not found
5857	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET231.wav	File not found
5921	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE135.wav	File not found
5995	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR207.wav	File not found
5997	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF074.wav	File not found
6002	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG002.wav	File not found
6011	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR030.wav	File not found
6013	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF165.wav	File not found
6017	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR084.wav	File not found
6021	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE006.wav	File not found
6052	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET203.wav	File not found
6207	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF086.wav	File not found
6208	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR070.wav	File not found
6252	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET276.wav	File not found
6325	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR261.wav	File not found
6343	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE138.wav	File not found
6346	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET133.wav	File not found
6413	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET037.wav	File not found
6459	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR178.wav	File not found
6528	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay99.wav	File not found
6550	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay127.wav	File not found
6574	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE219.wav	File not found
6583	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE134.wav	File not found
6589	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR249.wav	File not found
6614	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET162.wav	File not found
6694	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR149.wav	File not found
6919	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE163.wav	File not found
6940	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR080.wav	File not found
6950	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET211.wav	File not found
7012	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR280.wav	File not found
7035	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE068.wav	File not found
7041	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR126.wav	File not found
7125	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET131.wav	File not found
7131	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay27.wav	File not found
7145	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF046.wav	File not found
7238	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay130.wav	File not found
7285	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay15.wav	File not found
7328	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR060.wav	File not found
7371	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF080.wav	File not found
7551	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE022.wav	File not found
7588	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET304.wav	File not found
7600	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF176.wav	File not found
7723	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR068.wav	File not found
7819	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF007.wav	File not found
7831	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay43.wav	File not found
7948	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF212.wav	File not found
7951	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR057.wav	File not found
7980	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET194.wav	File not found
7987	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF097.wav	File not found
7992	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET142.wav	File not found
8014	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF197.wav	File not found
8031	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE094.wav	File not found
8043	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE036.wav	File not found
8103	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET320.wav	File not found
8189	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay23.wav	File not found
8207	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR189.wav	File not found
8209	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR052.wav	File not found
8218	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET322.wav	File not found
8229	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE208.wav	File not found
8232	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG076.wav	File not found
8324	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET097.wav	File not found
8439	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET299.wav	File not found
8499	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET013.wav	File not found
8544	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR150.wav	File not found
8552	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR037.wav	File not found
8618	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET303.wav	File not found
8652	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF004.wav	File not found
8685	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF031.wav	File not found
8689		File not found
8763	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF271.wav	File not found
8821	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET088.wav	File not found
8867	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET277.wav	File not found
8934	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay41.wav	File not found
9015	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF228.wav	File not found
9074	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR155.wav	File not found
9112	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF219.wav	File not found
9166	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR148.wav	File not found
9210	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET265.wav	File not found
9220	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF106.wav	File not found
9271	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF056.wav	File not found
9362	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET164.wav	File not found
9407	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE119.wav	File not found
9462	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF029.wav	File not found
9498	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET187.wav	File not found
9698	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET284.wav	File not found
9721	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF099.wav	File not found
9736	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay11.wav	File not found
9759	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF248.wav	File not found
9777	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR012.wav	File not found
9825	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE062.wav	File not found
9826	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET174.wav	File not found
9831	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG019.wav	File not found
9866	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET160.wav	File not found
9874	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE039.wav	File not found
9886	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET098.wav	File not found
9931	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay112.wav	File not found
9953	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay101.wav	File not found
9956	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay30.wav	File not found
10018	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF096.wav	File not found
10045	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF252.wav	File not found
10111	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET272.wav	File not found
10115	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET252.wav	File not found
10139	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay67.wav	File not found
10195	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR263.wav	File not found
10201	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR160.wav	File not found
10209	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET309.wav	File not found
10219	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE116.wav	File not found
10226	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF171.wav	File not found
10288	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay151.wav	File not found
10300	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG056.wav	File not found
10431	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF121.wav	File not found
10603	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF210.wav	File not found
10611	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE184.wav	File not found
10638	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF188.wav	File not found
10693	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR082.wav	File not found
10703	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE142.wav	File not found
10711	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE100.wav	File not found
10723	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR191.wav	File not found
10750	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF098.wav	File not found
10764	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF160.wav	File not found
10771	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay92.wav	File not found
10812	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG012.wav	File not found
10821	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR144.wav	File not found
10878	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE002.wav	File not found
10920	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/FM231.wav	File not found
10924	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE028.wav	File not found
10955	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE149.wav	File not found
10959	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/FM234.wav	File not found
10969	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay8.wav	File not found
10984	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF073.wav	File not found
11006	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET154.wav	File not found
11010	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET099.wav	File not found
11017	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET120.wav	File not found
11024	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR118.wav	File not found
11090	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay134.wav	File not found
11105	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG025.wav	File not found
11136	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF035.wav	File not found
11169	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay68.wav	File not found
11226	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR054.wav	File not found
11263	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF066.wav	File not found
11310	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET171.wav	File not found
11353	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF241.wav	File not found
11369	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET036.wav	File not found
11403	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR050.wav	File not found
11410	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET004.wav	File not found
11433	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay51.wav	File not found
11471	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay159.wav	File not found
11493	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG039.wav	File not found
11500	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay116.wav	File not found
11508	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE188.wav	File not found
11532	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR023.wav	File not found
11582	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE041.wav	File not found
11782	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay75.wav	File not found
11839	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE024.wav	File not found
11840	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR185.wav	File not found
11885	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR282.wav	File not found
11930	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR063.wav	File not found
11975	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET116.wav	File not found
12056	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/TBG047.wav	File not found
12168	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/OR137.wav	File not found
12175	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/pay96.wav	File not found
12248	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/VF033.wav	File not found
12370	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET046.wav	File not found
12454	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/WE178.wav	File not found
12469	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET086.wav	File not found
12507	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET260.wav	File not found
12510	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET054.wav	File not found
12602	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET119.wav	File not found
12637	/media/incode/d7f9afb5-6e4e-4ee6-b217-874af1bc6256/data/Train/Data/Data/Marina_kalam_books/csmNewResampled/wavs/ET039.wav	File not found
